ID,类型,类别,场景,初始条件,演化记录,结论,证据,问题代码,原因/说明
E070,极端,能量与睡眠,sleep_debt 被写入 durable 还是 ephemeral 不明确,长期画像与短期控制冲突。,t0 多日睡眠债；t1 崩溃恢复后是否要保留该值？；t2 文档未明示 durable 边界。,部分通过,E_SLEEP + E_WRITE,I04,字段重要，但 durability 边界未完全写死。
E071,极端,写回与崩溃,Action 发出成功但 ActionReceipt 丢失,submitAction 成功，receipt 丢包。,t0 action 实际落地；t1 agent 未收到 receipt；t2 按现文档不得写 durable 记忆；t3 会造成世界真相与本地无确认。,部分通过,E_WRITE + E_COMBO,I15,Split-Brain 防护保护了“别乱写”，但 receipt 丢失补偿策略未定义。
E072,极端,写回与崩溃,ActionReceipt 重复到达两次,网络重试。,t0 第一次 receipt 已写 ledger；t1 第二次 receipt 再来；t2 若 idempotency_key 相同可跳过。,通过,E_WRITE,,幂等键可覆盖该场景。
E073,极端,写回与崩溃,ActionReceipt 乱序到达,两个动作 A/B 的 receipt 反序。,t0 B receipt 先到；t1 causal_parent_ids 需保证 replay 顺序；t2 但实时 apply 顺序如何仲裁未全写。,部分通过,E_WRITE,I15,ledger replay 有因果链，但实时 receipt 乱序处理仍不够具体。
E074,极端,写回与崩溃,commitWriteEvents 成功，materialize 半途中崩溃,durable 已记，物化未完成。,t0 ledger append 完成；t1 materialize 中崩溃；t2 recoverFromCrash 重放未 applied 事件。,通过,E_WRITE + E_RESTART,,这是 event-first 设计的强项。
E075,极端,写回与崩溃,materialize 成功，但 applied_at 未写入,崩溃点在 patch 后、标记前。,t0 状态已改；t1 applied_at 仍空；t2 restart 后重复 apply 风险。,部分通过,E_WRITE,I15,需要 effect_patch 幂等或 applied_at 与 patch 原子提交。
E076,极端,写回与崩溃,snapshot 创建期间又有新事件进入,快照与写流并发。,t0 开始 snapshot；t1 新事件写入 ledger；t2 checkpoint 边界需要严格定义。,部分通过,E_WRITE + E_RESTART,I15,文档提 snapshot，但未展开 checkpoint 协议。
E077,极端,写回与崩溃,同一 durable 事件被两个 worker 同时 materialize,多消费者误配。,t0 两个 worker 取到相同 unapplied；t1 双 apply 风险；t2 缺租约/claim 机制。,失败,E_WRITE + E_INDEX,"I05,I15",WritebackLedger 没有定义 materializer 互斥。
E078,极端,写回与崩溃,ephemeral 状态误入 ledger 造成重放噪声,短期 pending notification 被当 durable 写回。,t0 进入 ledger；t1 重启后重复 resurfacing；t2 造成历史噪声。,部分通过,E_WRITE + E_INDEX,I04,缺 durable/ephemeral 明确边界。
E079,极端,写回与崩溃,重要承诺没入 ledger 仅写了 working memory,LLM 产生口头承诺。,t0 输出 promise；t1 只写 working memory；t2 崩溃后承诺丢失。,失败,E_WRITE + E_ACTIVITY,I04,需要更清楚的 durable 判定器。
E080,极端,写回与崩溃,two-phase path 中 world.submitAction 超时但动作实际执行,经典超时不确定性。,t0 submitAction timeout；t1 agent 不知是否执行；t2 需要后续 receipt/query 归并。,部分通过,E_WRITE + E_COMBO,I15,当前文本缺查询/补偿路径。
E081,极端,写回与崩溃,重放时目标对象已不存在,effect_patch 指向被删除 context/object。,t0 recoverFromCrash；t1 applyEffectPatch 找不到 target_object；t2 需要 tombstone/skip 策略。,失败,E_WRITE + E_CLOSE,"I04,I15",重放前对象存在性规则未形式化。
E082,极端,写回与崩溃,因果父链中某个 parent 丢失,causal_parent_ids 不完整。,t0 replay；t1 parent 不在 ledger；t2 顺序无法严格保证。,失败,E_WRITE,I15,缺 parent 缺失时的恢复策略。
E083,极端,写回与崩溃,notification 幂等键与 write event 幂等键域冲突,两类事件共享键空间。,t0 相同字符串键被不同子系统使用；t1 错误去重。,失败,E_OPS + E_WRITE,I15,需要不同事件域的命名空间。
E084,极端,写回与崩溃,durable write 在网络分区期间本地成功、远端真源失败,分布式真源不一致。,t0 本地 ledger append；t1 远端 world 未确认；t2 需要提交协议或补偿。,部分通过,E_WRITE + E_RESTART,I15,当前更像单主真源假设，跨分区一致性未展开。
E085,极端,写回与崩溃,receipt 成功但 buildEffectPatch 使用了错误上下文,A 场动作却 patch 到 B 场对象。,t0 receipt 到达；t1 buildEffectPatch 用错 active_key；t2 durable 错写。,部分通过,E_WRITE + E_ACTIVITY,"I01,I04",active_key/object_ref 一致性约束不足。
E086,极端,写回与崩溃,memory_index 已持久化但 memory 内容未同步,只存索引。,t0 restart；t1 memory_index 指向缺失条目；t2 assemble 失败或空洞。,部分通过,E_RESTART,I04,总索引提 memory_index，但未定义缺失条目恢复策略。
E087,极端,写回与崩溃,snapshot 与 notification pending 队列版本不一致,通知比 agent/control 更新快。,t0 snapshot agents 在 T1，notifications 在 T2；t1 恢复后引用错位。,部分通过,E_RESTART + E_INDEX,"I13,I15",缺一致性 checkpoint。
E088,极端,写回与崩溃,obligation 状态已 waived，但旧 pending 副本重放回来,旧事件重放。,t0 waived；t1 旧 pending event replay；t2 状态回退。,失败,E_WRITE + E_OBL,I15,需要版本/序号防止旧事件回滚新状态。
E089,极端,写回与崩溃,ContextClosedEvent 已处理，但旧 message append 晚到,关闭后的迟到消息。,t0 close；t1 晚到 append；t2 context 已 closed。,部分通过,E_CLOSE + E_WRITE,I15,需在 append path 检查 context status 与 event epoch。
E090,极端,写回与崩溃,materializeDurableStates 与 ContextClosedEvent 并发,一个写入刚好落到关闭中的 context。,t0 close 广播；t1 patch 还在执行；t2 目标对象合法性需重检。,部分通过,E_CLOSE + E_WRITE,"I09,I15",缺统一事务边界。
E091,极端,写回与崩溃,resume_token 要不要 durable,深度思考被中断后重启。,t0 token 仅在内存；t1 崩溃后丢失；t2 思路无法恢复。,部分通过,E_ACTIVITY + E_WRITE,I04,token 重要性随任务而变，但 durable 判定未明确。
E092,极端,写回与崩溃,overload_mode 状态在崩溃后是否恢复,重启时系统曾处于 shed。,t0 crash；t1 restart；t2 overload_mode 是否从持久化恢复未明。,失败,E_INDEX + E_RESTART,"I06,I18",字段有声明，但持久化/恢复未写清。
E093,极端,写回与崩溃,跨 agent shared context 的 durable 写冲突,多 agent 同时写同一 agenda 与 same checkpoint。,t0 worker1/2 同时 commit 关联 patch；t1 可能都成功；t2 冲突解决依赖乐观锁但未覆盖所有对象。,部分通过,E_CONCUR + E_WRITE,I09,部分对象有锁，整体还不够。
E094,极端,写回与崩溃,长期运行后 ledger 无限增长,持久系统跑数年。,t0 事件不断积累；t1 只有 snapshot 提示；t2 缺 compaction/retention 规范。,失败,E_WRITE + E_INDEX,I04,需要正式的 ledger retention/compaction 策略。
E095,极端,写回与崩溃,写回日志损坏导致 replay 中断,磁盘局部损坏。,t0 ledger 某段损坏；t1 replay 无法继续；t2 没有校验/副本策略。,失败,E_WRITE,I15,当前文档未覆盖存储损坏恢复。
E096,极端,网络与时间,clock skew 使 deadline 提前或推后数小时,不同节点时钟不一致。,t0 owner 节点快 2h；t1 due_at 判断偏差；t2 overdue/waived 时机错误。,失败,E_OBL + E_RESTART,I14,大量时间逻辑依赖绝对时间戳。
E097,极端,网络与时间,LocationChanged 事件乱序,先离开后进入，但消息顺序反了。,t0 进入/离开事件乱序；t1 physical_location 可能回滚；t2 local 可见性错误。,失败,E_LOCAL + E_OPS,"I14,I15",LocationChanged 缺版本/epoch。
E098,极端,网络与时间,agent 掉线 6 小时后重连,网络长断开。,t0 next_wakeup 全过期；t1 重连时需要 jitter/补算 energy；t2 通知 backlog 需压缩。,部分通过,E_RESTART + E_STORM,"I13,I18",有恢复思路，但旧字段与 backlog 清理仍不完整。
E099,极端,网络与时间,极短网络抖动导致多次重复 submitAction,客户端超时重试。,t0 submitAction 重试 3 次；t1 如果 action_id 一致可幂等；t2 若不同则可能重复执行。,部分通过,E_WRITE,I15,文档没有端到端 action request 幂等协议。
E100,极端,网络与时间,通知传输晚到，晚于 context close,消息在网络中延迟。,t0 close；t1 晚到 notification 到达；t2 应归档或丢弃。,部分通过,E_CLOSE + E_OPS,I15,需要 source event epoch。
E101,极端,网络与时间,心跳丢失导致误判 agent unavailable,reassign obligation 依赖可用性判断。,t0 心跳短暂丢失；t1 isAgentAvailable 误判 false；t2 任务被错误转派。,部分通过,E_OBL + E_INDEX,"I08,I14",可用性判定过粗。
E102,极端,网络与时间,跨设备登录同时演化同一 agent,手机与电脑端双活。,t0 两端都产生活动/切栈；t1 控制状态竞争；t2 没有 session leader/election。,失败,E_INDEX + E_CONCUR,"I09,I15",单 agent 多副本双活未定义。
E103,极端,网络与时间,网络分区时 host 与 member 各自认为自己有主持权,会场双脑。,t0 分区；t1 两侧都继续推进；t2 重新合并时 conflict。,失败,E_INDEX + E_OBL,"I05,I15",ResourceLease 尚未真正运行化。
E104,极端,网络与时间,系统全局暂停 30 分钟再恢复,维护暂停或 GC stop-the-world。,t0 last_tick_at 停滞；t1 恢复后 gapHours 补算；t2 pending notifications 一起到期。,部分通过,E_RESTART + E_SLEEP,"I14,I13",有 gap 补算，但大暂停的批处理顺序与过期策略未细化。
E105,极端,网络与时间,单机 monotonic clock 正常但 wall clock 被管理员手改,时钟突然回拨。,t0 now 变小；t1 cooldown/deadline/sleep 规则错乱。,失败,E_COMBO + E_RESTART,I14,没有 monotonic time 抽象。
E106,极端,网络与时间,一个节点丢失 warm_messages，只剩 cold archive,分层存储局部损坏。,t0 assemble 请求 recent；t1 warm 层缺失；t2 只能从 cold 语义检索恢复，细节丢失。,部分通过,E_COMBO,I04,分层消息有方向，但缺降级读取策略。
E107,极端,网络与时间,跨地区 agent 在地震期间网络断断续续,物理灾害+网络不稳。,t0 地震 alarm 可能晚到；t1 多次重试；t2 agent 是否已经撤离未知。,失败,E_LOCAL + E_RESTART,"I07,I14,I16",灾害本体与分区语义都不足。
E108,极端,网络与时间,WriteEvent 的 causal_parent_ids 指向另一分区未同步事件,跨分区依赖。,t0 parent 在远端分区；t1 本地 replay 找不到；t2 阻塞。,失败,E_WRITE,I15,缺跨分区依赖恢复策略。
E109,极端,网络与时间,通知过期时间在夏令时/时区变换中错算,不同 locale。,t0 ttl_sec 与 Timestamp 混用；t1 过期提前或滞后。,失败,E_INDEX + E_OPS,I14,需要统一 UTC/monotonic 约束。
E110,极端,网络与时间,前景冷却 10 秒在高延迟网络下毫无意义,RTT 15 秒。,t0 push 后冷却启动；t1 真实世界响应晚于冷却结束；t2 抖动仍可能发生。,部分通过,E_COMBO,I14,冷却常数需与网络条件关联。
E111,极端,网络与时间,掉线期间错过 soft timeout，重连后只看到 strict timeout,bounded 场停滞。,t0 离线 8h；t1 重连时只看到累计后的 strict 状态；t2 soft 阶段信息丢失。,部分通过,E_OBL + E_RESTART,I14,时间驱动规则缺事件化历史。
E112,极端,网络与时间,participant 列表在网络分区后各自新增成员,会场成员表分裂。,t0 分区各自 add participant；t1 合并时 roles/participants 冲突。,失败,E_CONCUR + E_INDEX,"I09,I15",participants/roles 没有冲突解决策略。
E113,极端,网络与时间,batch_queue 里消息按到达顺序而非因果顺序折叠,异步乱序输入。,t0 两条相关消息乱序进 batch；t1 collapse 先后颠倒；t2 摘要失真。,部分通过,E_STORM + E_OPS,I15,recent messages 有因果窗口，但 batch collapse 无因果约束。
E114,极端,网络与时间,agent 长时间离线后直接收到过期 obligations,重连即 backlog。,t0 offline 3d；t1 pending obligations 很多已过 due；t2 系统需先过期/归档再 assemble。,部分通过,E_OBL + E_RESTART,"I13,I14",缺“先扫后装配”的明确顺序。
E115,极端,网络与时间,power restore 后全体同时上线形成 restart storm,城市级停电恢复。,t0 众多 agent 同时重连；t1 只有 next_wakeup jitter；t2 其他背景同步流仍可能雪崩。,部分通过,E_RESTART + E_INDEX,"I06,I14",重启去同步只覆盖部分流。
E116,极端,义务与死锁,两个 obligation 相互 blocking_on 形成环,A 等 B，B 等 A。,t0 两 token 互相 blocking_on；t1 无进展；t2 触发 overdue/仲裁/N-tick。,部分通过,E_OBL + E_COMBO,I04,可凭超时逃生解围，但 blocking_on 的形式语义未充分定义。
E117,极端,义务与死锁,host 自己也掉线，没人能仲裁,bounded 场只有一名 host。,t0 所有人 overdue；t1 tryReassign 失败；t2 host 也 unavailable；t3 系统只能 force close。,通过,E_OBL + E_COMBO,,force close 提供了最后逃生。
E118,极端,义务与死锁,roles 缺失无法找到 host,context.roles 异常为空。,t0 死锁；t1 host 查找失败；t2 只能等 force close。,部分通过,E_OBL + E_FIELD,I17,系统还有最终强关，但角色异常缺前置校验。
E119,极端,义务与死锁,同角色候选人其实也在 recovery_lock,重分配时选错人。,t0 owner overdue；t1 candidate energy>threshold 但 recovery_lock=true；t2 实际仍不可承担 consuming。,失败,E_OBL + E_ENERGY,I01,isAgentAvailable 示例仍读旧 activity_profile/energy 条件过粗。
E120,极端,义务与死锁,多个 overdue obligation 同时转派给同一个人,替补资源过度集中。,t0 三个 token 同时重分配；t1 都落到同一候选；t2 新死锁。,部分通过,E_OBL + E_INDEX,I06,缺负载感知的重分配策略。
E121,极端,义务与死锁,owner 已退出 participants 但 obligation 仍指向他,人员变动。,t0 owner 离场；t1 token 仍 pending；t2 tryReassign 需要基于 roles/participants 重整。,部分通过,E_OBL + E_FIELD,I09,roles/participants 与 obligations 缺一致性维护。
E122,极端,义务与死锁,waived 后又被旧 pending 副本覆盖,乱序事件。,t0 waived；t1 旧 pending replay；t2 closeCondition 再次失败。,失败,E_OBL + E_WRITE,I15,需要版本防回滚。
E123,极端,义务与死锁,N-tick 超时与 obligation 超时同时触发,同一场既整体停滞又单项 overdue。,t0 两个机制同时介入；t1 一个想 reassign，一个想 escape；t2 优先级协调未细写。,部分通过,E_OBL + E_COMBO,I06,两套救援机制缺统一决策器。
E124,极端,义务与死锁,某 obligation 没有 due_at,弱配置或旧 token。,t0 pending 无 due_at；t1 overdue 逻辑无法触发；t2 只能靠 N-tick。,部分通过,E_OBL + E_COMBO,I04,元文档给了 deadline/due_at，但未强制每类 obligation 都带。
E125,极端,义务与死锁,ContextClosedEvent 到来时仍有 blocked obligation,会场被外部管理员强关。,t0 close；t1 pending/overdue archived；t2 blocked/proposed/accepted 的关闭语义未全写。,部分通过,E_CLOSE + E_INDEX,I04,7 态 obligation 的关闭映射还不够细。
E126,极端,义务与死锁,accepted 但未开始的义务是否算 pending close blocker,状态语义边界。,t0 token=accepted；t1 closeCondition 检查 pending? overdue?；t2 accepted 是否阻止 close 未完全明确。,部分通过,E_INDEX + E_OBL,I04,7 态状态机引入后，closeCondition 需全状态矩阵。
E127,极端,义务与死锁,同一任务被两人同时 satisfy,双提交。,t0 token pending；t1 A/B 同时 satisfy；t2 CAS 只允许一个成功。,通过,E_CONCUR + E_OBL,,CAS 可以盖住这一类双满足。
E128,极端,义务与死锁,重新分配后旧 owner 迟到提交结果,新旧 owner 并存。,t0 token owner 改为 B；t1 A 迟到 satisfy；t2 需要校验 current owner。,部分通过,E_OBL + E_CONCUR,I15,示例 satisfyObligation 只看 status，不看 owner/version。
E129,极端,义务与死锁,binding 场的 obligation 太多挤爆 context window,上百条待办。,t0 assemble 要优先注入 own obligations；t1 但 total obligations 极多；t2 其余议程被挤掉。,部分通过,E_INDEX + E_OBL,I06,有 identity-first 过滤，但仍缺更细分页/摘要策略。
E130,极端,义务与死锁,owner 身份变化导致 actor_is_superior 失真,组织结构变动。,t0 superior 关系变化；t1 priorityOf 仍按旧 relation 上调；t2 事件优先级失真。,部分通过,E_OPS + E_INDEX,I08,RelationInfo 的维护是开放问题。
E131,极端,义务与死锁,force close 后 agent 仍以为自己必须留在场里,mission_locked 记忆未清。,t0 force close；t1 top frame 未正确 pop 或 active_key 未清；t2 仍执念留场。,部分通过,E_CLOSE + E_INDEX,I03,依赖前景/active_key 清理正确执行。
E132,极端,义务与死锁,host 与 admin 对关闭原因给出冲突 conclusion,人工 close vs system force close。,t0 admin_close 与 host conclude 同时发生；t1 conclusion 来源冲突。,部分通过,E_CLOSE + E_CONCUR,"I09,I17",close reason/conclusion 需要单主写者。
E133,极端,义务与死锁,obligation token 无 ttl_sec 永久 pending,旧 token 或坏数据。,t0 pending 长期不终结；t1 closeCondition 永远失败。,失败,E_INDEX + E_OBL,I04,元文档强调 TTL/终局，但若 token 缺字段就会卡死。
E134,极端,义务与死锁,多个 bounded 场共享同一 owner，deadline 全同时到,个人级 overload。,t0 owner 同时背 5 个强义务；t1 每个场都 urgent；t2 缺跨场义务预算。,部分通过,E_OBL + E_INDEX,I06,系统没有全局个人义务预算。
E135,极端,义务与死锁,host 正在睡觉，deadlock arbitration 通知被睡眠保护挡住,夜间会议场异常。,t0 仲裁通知发给 host；t1 host 睡眠保护 elevates threshold；t2 urgent 通知理论可穿透，但 direct/conventional 可能被挡。,部分通过,E_OBL + E_SLEEP,I06,仲裁通知优先级矩阵需更强约束。
E136,极端,义务与死锁,owner 已不再是 participants 但仍是 superior,关系与成员表交叉失真。,t0 relation 说 superior；t1 participants 已无此人；t2 priority/permission 混乱。,失败,E_OPS + E_FIELD,"I08,I17",需要关系真源与成员表一致性。
E137,极端,义务与死锁,同一 host 被错误重分配为 owner 与 arbitrator,角色混用。,t0 系统既把 host 当仲裁者又当执行者；t1 可能形成自审。,部分通过,E_OBL + E_FIELD,I17,角色职责矩阵未严密定义。
E138,极端,义务与死锁,context.status=closing 时仍允许新建 obligation,收尾期仍派活。,t0 close 中；t1 新 token 被创建；t2 closeCondition 再次失效。,失败,E_CLOSE + E_OBL,I17,需禁止 closing 阶段新增 obligations。
E139,极端,义务与死锁,strict timeout 赋予 escape_permitted 后 owner 直接退场,强任务场中人走了。,t0 no-progress strict timeout；t1 owner 逃生；t2 场只能靠他人接管或 force close。,通过,E_OBL + E_COMBO,,这是系统设计允许的生存性优先。
E140,极端,义务与死锁,proposed/accepted/blocked 三态的 UI/LLM 解释不一致,不同组件理解不同。,t0 token 状态进入 accepted；t1 某组件仍按 pending 处理；t2 造成重复提醒。,部分通过,E_INDEX + E_OBL,I04,7 态引入后还需统一状态语义字典。
E141,极端,并发与权限,两名 host 同时存在,roles 错配。,t0 两个 agent 都标 host；t1 allowedActions 都给 close/kick；t2 排他性缺失。,失败,E_FIELD + E_INDEX,"I05,I17",ResourceLease 未真正运行化。
E142,极端,并发与权限,speaker token 过期后未释放,排他发言权悬挂。,t0 lease 到期；t1 没有统一 reaper；t2 会场被卡。,失败,E_INDEX,I05,ResourceLease 只有元定义，缺运算闭环。
E143,极端,并发与权限,participants 同时 add/remove 同一人,并发成员变动。,"t0 A add, B remove；t1 最终集不确定。",失败,E_CONCUR + E_INDEX,I09,participants 没有冲突解决策略。
E144,极端,并发与权限,roles 更新与 allowedActions 读取竞态,权限瞬时错判。,t0 role 刚变；t1 allowedActions 还按旧 role 计算；t2 可能放出非法动作。,部分通过,E_FIELD + E_OPS,"I09,I17",缺版本化 roles 读取。
E145,极端,并发与权限,RelationInfo 中 actor_is_superior 长期过时,组织变更但关系未刷新。,t0 superior 已换人；t1 priorityOf 仍上调旧人消息。,部分通过,E_OPS + E_INDEX,I08,RelationInfo 真源与更新策略仍开放。
E146,极端,并发与权限,同一 agent 在不同场里角色冲突,场 A 为 host，场 B 为 outsider。,t0 两场通知同时来；t1 allowedActions 应按各自 context.roles 判断；t2 若误用全局角色则出错。,部分通过,E_FIELD + E_OPS,I17,需要严格 context-scoped role。
E147,极端,并发与权限,加入 members_only 场与读取 public 摘要并发,一个 join_request 同时发起并在外部浏览摘要。,t0 请求处理中；t1 摘要仍可见；t2 身份转变窗口期需定义。,部分通过,E_FIELD + E_OPS,I17,join 状态机未完全成文。
E148,极端,并发与权限,moderator 删除消息与作者编辑消息同时发生,消息对象双写。,t0 delete/edit 并发；t1 append-only 无法覆盖编辑语义；t2 需 message versioning。,失败,E_CONCUR + E_OPS,I09,messages 只定义 append，不含 edit/delete 冲突规则。
E149,极端,并发与权限,同一 file/doc 被两个 context object_ref 同时引用,跨上下文共享对象。,t0 两个场都指向 doc:X；t1 写作与讨论同时写回；t2 需要对象级并发控制。,部分通过,E_ACTIVITY + E_CONCUR,I09,对象级锁/版本未定义。
E150,极端,并发与权限,host 把自己踢出 participants,权限自我破坏。,t0 host 执行 remove self；t1 context 无 host；t2 后续仲裁链受损。,部分通过,E_FIELD + E_OBL,I17,缺角色不变量检查。
E151,极端,并发与权限,outsider 收到 source_field_id 为 members_only 的旧通知,成员资格已变。,t0 曾是成员，后被移除；t1 旧通知晚到；t2 是否可看内容？,部分通过,E_FIELD + E_OPS,"I17,I15",成员资格变更后的晚到消息策略未写细。
E152,极端,并发与权限,priorityOf 因 superior 关系把 casual 场消息上调过高,弱场被强关系放大。,t0 forum casual 场中 superior 发帖；t1 relation 上调；t2 可能打破弱场设计。,部分通过,E_OPS + E_FIELD,I08,需要更严格的 field×relation 限幅。
E153,极端,并发与权限,permission denied 后是否写入失败记忆,agent 尝试非法 close。,t0 allowedActions 拒绝；t1 是否要 durable 记录“我被拒绝”？；t2 文档未明确。,部分通过,E_OPS + E_WRITE,"I04,I17",失败动作的写回层级未完全定义。
E154,极端,并发与权限,同一 context roles 表损坏为循环引用结构,坏数据。,t0 roles 非法；t1 allowedActions/priorityOf 出错。,失败,E_FIELD + E_OPS,I09,缺 state validator。
E155,极端,并发与权限,obligation owner 不在 roles 表中,坏数据或角色迁移后残留。,t0 overdue；t1 tryReassign 获取 ownerRole=None；t2 失去重分配基础。,部分通过,E_OBL + E_FIELD,"I09,I17",需要 consistency sweeper。
E156,极端,并发与权限,多人同时修改 conclusion 文本,收尾阶段双写。,t0 host 与 admin 同时写 conclusion；t1 最终文本不确定。,失败,E_CLOSE + E_CONCUR,"I09,I17",close/conclusion 缺单主写者。
E157,极端,并发与权限,ResourceLease 被遗忘实现但文档已依赖它,多人同时想 speak。,t0 两人举手；t1 文本元层要求租约；t2 运行层没有 acquire/renew/release。,失败,E_INDEX,I05,这是结构性空洞。
E158,极端,并发与权限,mood 更新函数缺失导致 affect-based policy 失效,未来想用情绪调权重。,t0 mood 值存在；t1 fieldSocialValence/activityAffect 未定义；t2 无法可信更新。,失败,E_ACTIVITY + E_INDEX,I10,总索引已明确为开放问题。
E159,极端,并发与权限,agent/control 与 world 真源记忆冲突,本地记得已回复，世界真相未记录。,t0 本地记忆与 world 不一致；t1 缺统一 reconciliation。,失败,E_INDEX + E_WRITE,"I04,I15",总索引已把 memory reconciliation 列为开放问题。
E160,极端,并发与权限,同一 agent 在多个浏览器标签页各自维护 pendingNotifications,前端双副本。,t0 两标签都消费通知；t1 ack/archived 状态竞争。,失败,E_CONCUR + E_INDEX,"I09,I15",通知消费端的一致性未定义。
E161,极端,本地物理冲突,人在会议室但前景在手机群聊，被主持人点名,经典低头族。,t0 点名 local direct 到达；t1 物理场动作并集允许 respond/speak；t2 可选 push 回会议。,部分通过,E_LOCAL + E_COMBO,I16,比旧版强很多，但“必须立即回应”的实体约束层仍不足。
E162,极端,本地物理冲突,被同伴拍肩但没有任何数字 context,完全线下。,t0 foreground=null；t1 local event 应通过 place_id 或 physical proximity 进入；t2 文档缺 proximity 模型。,部分通过,E_LOCAL + E_FIELD,I16,place_id 足以表达同场，但拍肩/拉拽等更细 body event 未建模。
E163,极端,本地物理冲突,被安保强制疏散，当前正在 locked session,建筑应急。,t0 会场 locked；t1 安保拉拽应覆盖一切场规则；t2 文档只能用 system_p0/urgent 近似。,失败,E_LOCAL + E_COMBO,"I07,I16",缺身体级强制动作与灾害本体。
E164,极端,本地物理冲突,开车时手机 direct chat 到达,physical activity 强约束。,t0 activity 可能被编码为 exercising/using_phone 混合；t1 文档无法精确表达驾驶安全约束；t2 只可近似提高门槛。,失败,E_ACTIVITY,"I11,I16",缺更细身体/环境约束模型。
E165,极端,本地物理冲突,在嘈杂场景听不到点名,place_id 相同但感知失败。,t0 同场事件发生；t1 系统按同场可见性注入；t2 实际听觉失败未建模。,失败,E_FIELD + E_LOCAL,I16,共处不等于可感知，缺感知质量模型。
E166,极端,本地物理冲突,视频会议算 remote 但具有类 co_located 高压互动,摄像头打开、被主持人直接 call。,t0 co_presence=remote；t1 仍可通过 direct/host superior 上调；t2 基本可跑。,通过,E_FIELD + E_OPS + E_COMBO,,v1.1 已明确视频会议仍归 remote，但可凭其他维度实现高压感。
E167,极端,本地物理冲突,实体会议中断电，数字设备全部失效,纯本地场剩余。,t0 电脑/手机断电；t1 只能依赖 physical field；t2 系统对离线本地持续交互的抽象不足。,失败,E_LOCAL + E_ACTIVITY,I07,缺离线物理世界连续演化层。
E168,极端,本地物理冲突,多人同时说话，speaker 排他权缺失,会场发言竞争。,t0 三人都想 speak；t1 需要 ResourceLease；t2 运行层无闭环。,失败,E_INDEX,I05,这是 ResourceLease 缺位的直接体现。
E169,极端,本地物理冲突,老师/上级面对面质询，remote 群消息同时刷屏,双重压力。,t0 superior local direct 与 group engaged 同时来；t1 本地应优先；t2 群消息留待后处理。,部分通过,E_LOCAL + E_OPS,"I08,I16",优先级方向对，但 superior relation 的维护与实体强制层都不完备。
E170,极端,本地物理冲突,身体受伤后 recovering，但仍在 crowded room,本地刺激很多。,t0 recovering + local noise；t1 urgent 可穿透，普通本地事件应尽量压低；t2 缺更细本地噪声模型。,部分通过,E_ENERGY + E_LOCAL,I16,只能用 priority 粗近似。
E171,极端,本地物理冲突,身体离开 place_id 前收到最后一句关键话,离场边界。,t0 LocationChanged 与对话消息几乎同时；t1 乱序会影响是否可见；t2 需要 event ordering。,部分通过,E_LOCAL + E_OPS,"I14,I15",本地边界高度依赖时间顺序。
E172,极端,本地物理冲突,两个 co_located context 共用同一 place_id,同一房间里两个会。,t0 place_id 相同；t1 visibleSlice 可能混淆；t2 需要更细 spatial partition。,失败,E_FIELD + E_OPS,I16,place_id 粒度不足以分隔同房不同圈。
E173,极端,本地物理冲突,agent 在床上休息但房间里电视持续播放,低强度本地背景噪声。,t0 place_id 同场；t1 系统可能错误注入过多 local 事件；t2 缺 ambient local 噪声模型。,失败,E_LOCAL,I16,local event 需要更细强度层级。
E174,极端,本地物理冲突,戴耳机导致同场点名听不见,物理在场但感知被阻断。,t0 local direct；t1 系统仍按 place_id 注入；t2 与真实感知不符。,失败,E_LOCAL + E_ACTIVITY,I16,缺传感器/身体状态影响。
E175,极端,本地物理冲突,同一 place_id 中存在危险区域与安全区域,实验室火灾的一角。,t0 都是 room_1；t1 实际危险只在一侧；t2 place_id 粒度不够。,失败,E_FIELD,"I07,I16",缺空间细分与 hazard map。
E176,极端,本地物理冲突,线下讨论时 outsider 站得很近能听见但不应获得正式可见性,旁听/泄漏边界。,t0 物理上可听见；t1 系统若按 participants 过滤则看不见；t2 真实世界泄漏未建模。,部分通过,E_FIELD + E_LOCAL,I16,系统偏向规范性权限，而非真实泄漏建模。
E177,极端,本地物理冲突,physical_location 丢失为 null，但 agent 实际在会场,定位失败。,t0 location=null；t1 local 场完全不可见；t2 会漏掉点名。,失败,E_LOCAL + E_OPS,I16,缺定位失效的冗余线索。
E178,极端,本地物理冲突,一边跑步一边电话会议,身体高占用 + remote focused。,t0 activity/exercising 与 focused session 冲突；t1 可表达为运动+前景会场；t2 质量/安全约束不足。,部分通过,E_ACTIVITY + E_COMBO,"I11,I16",可以表示，但对“是否应允许”缺更细约束。
E179,极端,本地物理冲突,面前有人递纸条，系统应把它当什么,非数字输入。,t0 local physical artifact 到达；t1 文档缺纸条/物体输入模型。,失败,E_LOCAL,I16,缺非言语物理媒介语义。
E180,极端,本地物理冲突,会场门被锁，agent 想离场但 physical action 不可行,被困/实体限制。,t0 system 想 pop 前景离开；t1 现实门锁阻止；t2 系统无 physical feasibility 层。,失败,E_LOCAL,"I07,I16",缺真实物理可行动性约束。
